content,polarity,agreement
Gran articulo de Carmen S.Macías  http://t.co/EIFuOKrB vía @larazon_es,P,AGREEMENT
Buenos días a todos! Así amanece Madrid: http://t.co/FrQFtetq,NONE,AGREEMENT
Portada La Razón http://t.co/cxQ5clS9 ...,NONE,AGREEMENT
"En Islandia:  juicio a los responsables de la crisis, negativa al pago de la deuda y elaboración de una nueva Constitución. Otro camino.",NEU,AGREEMENT
B días! Camino de @anarosaq en Tele5. Accidente enorme en la carretera Fuencarral- Alcobendas.,N+,AGREEMENT
"Org. Internacional dl Trabajo: si la desaceleración se materializa,los 200 millones d parados previstos para 2012 pueden subir a 204millones",N+,AGREEMENT
"La tasa de desempleo más alta, 10,9%, se da en el norte de África y los más afectados son los jóvenes, según Org. Internacional del Trabajo",N+,AGREEMENT
"Actualización: Al menos 10 muertos y 40 heridos por la explosión de 2 coches bomba en el barrio chií de Sadar City, Bagdad",N+,AGREEMENT
Garzón es inocente diga lo que diga el Tribunal Supremo. Hoy continúa el linchamiento de un juez justo y de la memoria incómoda. ESCÁNDALO.,NEU,DISAGREEMENT
“@martinbravo_a: El arzobispo de Valladolid desmiente lo publicado y lamenta actitud de @EFEnoticias http://t.co/ABhT8BVg cc: @maslibres”,N,AGREEMENT
Hoy tengo una cita que me hace mucha ilusión:Esta tarde estaré con mi admirada @julia_otero !! Os espero!! en @Juliaenlaonda en @OndaCero_es,P+,AGREEMENT
"Vaya, el PP vasco también confirma la deriva de la extorsión de Batasuna/ETA al pequeño comercio, sobre la que tenían datos. ¡Intoxicadores!",N,AGREEMENT
Manel Fontdevila abre nuevo blog: L'impepinable http://t.co/U1QLQh9I,P,AGREEMENT
"Y un tercer pero: la extorsión lo es bien al empresario o al tendero. La haga su brazo político o el autodenominado ""militar"" @jordisainz",N,AGREEMENT
"Hoy en MadridFusión presentando ""Salamanca para Comérsela"" junto a 17 restaurantes y 14 marcas que promocionarán Salamanca como destino.",P,AGREEMENT
"De nuevo buena subasta. El Tesoro coloca el máximo previsto, más barato y con más demanda http://t.co/jLJTAo7E",P+,AGREEMENT
Brasil aumenta tensiones con Iran http://t.co/3AyCHlfS,N,AGREEMENT
El Nuñez crackoviano ayer... http://t.co/5FahOkqz,NONE,AGREEMENT
De esos sólo en el cementerio “@Mercado2dMayo: @pedroj_ramirez @lasantacova @pedroj_ @elmundoes Lo que gustaría ser es Senador Perpetuo”,N,AGREEMENT
"Mañana en #losdesayunosdetve primera entrevista en televisión al nuevo ministro de Economía, Luis de Guindos. A las 9!!!",NONE,AGREEMENT
. @jmatencia Me ayudas Jose Manuel ? http://t.co/iNoUlER2 #DonaMedula,NONE,AGREEMENT
"Feijóo (PP) desea que el exministro del @PSOE José Blanco ""quede exento de responsabilidades"" en el #casoCampeón. Entrevista a @servimedia",NEU,AGREEMENT
"Cospedal reitera desde el Senado ""el objetivo de déficit es irrenunciable""",N+,AGREEMENT
Un profesional q gane 300.000 euros en Cataluña paga el 56% de IRPF y además impuesto de patrimonio ¿Extraña que pidan traslado a Madrid?,N,AGREEMENT
"El ministro ha tratado de conciliar: ""No vengo a poner de manifiesto posibles matices"" zanja sobre la extorsión (que no denomina como tal)",NEU,DISAGREEMENT
Por cierto para los que me preguntasteis quien me hizo las fotos fue  isaac isidro aqui teneis su pag web isaacgsidro.com,NONE,AGREEMENT
"Nota frívola. A mí me parece que George Clooney sale hasta feo en ""Los Descendientes"". Eso es que lo ha hecho muy bien... ;-)",P,DISAGREEMENT
"DRAE sobre ""extorsión"" al margen de conveniencias políticas: http://t.co/gfPnSyif",NONE,AGREEMENT
"""No hay ningún informe q indique q #ETA vaya a actuar"", coinciden Mº Interior y Cjero vasco. Pero recuerdan: ""no ha desaparecido""",NEU,DISAGREEMENT
"La entrevista de hoy en la COPE RT @Alvisepf Compañeros, os dejo la entrevista q @Tonicanto1 hizo esta mañana en COPE: http://t.co/qq7jWjMF",NONE,AGREEMENT
"A lo largo de mi carrera, jamás he faltado el respeto a ningún entrenador. Con esto, desmiento algunas cosas que dicen mi y yo nunca dije.",P,AGREEMENT
"De Guindos reitera el compromiso del Gobierno con el cumplimento del 4'4% de déficit, pero repite varias veces ""en estos momentos""",NEU,AGREEMENT
"Que  secretarios gener territor no se pronuncien x #Chacón o @_rubalcaba significa ""jugar al mejor postor"" ya veremos en el #38CongresoPSOE",NONE,AGREEMENT
Y la cantidad de locales cedidos por la Junta y cerrados ? Dense un paseo por la Cruz Verde  http://t.co/clh5Fjcz,N,AGREEMENT
"Es mas me voy a retirar de twitter, gracias por seguirme y por querer saber de mi vida.gracias y una pregunta,como doy de baja esto?",P,DISAGREEMENT
Jauregui saca en el debate con Santamaría las criticas del arzobispo de Valladolid para solidarizarse y los del PP murmuran. Tema delicado,NEU,DISAGREEMENT
"Entiendo que lo del iPad es muy sexy, pero el chollo es la opción 2 y no digamos la 1: nunca más 1 año de EM por 80€. http://t.co/czUGNg2e",P,DISAGREEMENT
"Estamos a punto de empezar en @TDtarde @13television y enseguida hablaremos del acuerdo sindicatos-CEOE y de #Garzón, claro, como no!",P,AGREEMENT
"Que te pare la poli para pedir papeles, y tu amiga le pida una foro: No tiene precio!!! que majo! Jaaa http://t.co/DkxX7nNV",P,AGREEMENT
"PueS queda todavia unos meses, pero vamos muy rapido. OjalA para verano. RT @MisterAbano: (cont) http://t.co/ubidI4dg",P,DISAGREEMENT
"Perdón, quise decir foto! Verdad @Demolina22 ?",NEU,AGREEMENT
RT @PwC_Spain: Sólo un 15% de los CEOs a nivel mundial cree que la economía mejorará en 2012 #PwC #CEOs,N,AGREEMENT
La petición de la Junta de 1.379 millones al Gobierno de Rajoy es una crítica tardía y poco creíble a Zapatero http://t.co/62h9WmVF,N,AGREEMENT
"Maleducado,perdón.El representante del Congo retira la mano cuando se acerca a la princesa de Asturias http://t.co/upsmUNpR vía @antena3com”",N,AGREEMENT
La Junta oculta documentación sobre presunto pago de comisiones ilegales en el caso ERE http://t.co/4x8XxCRv,N+,AGREEMENT
"Rajoy, sobre el FMI: ""Las previsiones son discutibles. Esto me reafirma en que tenemos que hacer los deberes""",NEU,AGREEMENT
"Rajoy: ""ya sabemos que las cosas están mal"". No aclara si aún cree que puede cumplir el 4,4% este año.",N,AGREEMENT
http://t.co/0Z79yyLR,NONE,AGREEMENT
"""No soy sectario. Sólo pediré el carnet del partido, trabajo e ideas."" #cambioyunidad @_Rubalcaba_ http://t.co/Mqe4zK0N",NONE,AGREEMENT
"Como servicio público deja mucho que desear. Según los ciudadanos es lenta, cara y poco comprensible.",N+,AGREEMENT
"@estherpalomera @sanchez_sonia @jsdfrancisco @pedroj_ramirez @sorayapp y que lo digas! A en la réplica, si la premonición se cumple...",P,AGREEMENT
Es bueno q un Gobierno regional elija Twitter y Facebook para dar a conocer a un nuevo consejero?,NONE,AGREEMENT
"A trabajar, hoy cosas tècnicas. Buck ups, instalacion de nuevos plug-ins y poner a punto todo el estudio de nuevo. Manos a la obra.",NONE,AGREEMENT
3/ Los edificios de Tabacalera son formidables y los conseguimos para la ciudad x cierto a costo 0. Según director arquitectura GMU todo,P+,AGREEMENT
".@hgrosado @pedroj_ramirez periodismo de investigación, jeje",P+,AGREEMENT
4/ lo invertido en éllos es aprovechable. Como no se ha producido el inicio ni establecimiento de la actividad el Ayto reclama la devolución,NEU,AGREEMENT
"La viuda de Steve Jobs con Mechelle Obama en el ""Estado de  de la Union "" del Presidente Obama.Bello gesto",P+,AGREEMENT
Acabo de intervenir en @TelediarioInter con @LosadaPescador y @icacabelos,NONE,AGREEMENT
"A las 24:00h estaré en el ""Diario de la Noche"" de @RTVMadrid, presentado por Ana Samboal",NONE,AGREEMENT
xq sube la gasolina si sube el petróleo y ni baja cuando baja el oro negro? Se pregunta @jmsoria  en @Intereconomia,N,AGREEMENT
Sería conveniente que los jugadores de Madrid vieran cómo pelean los del Mirandés.,P,AGREEMENT
Ruiz Mateos: me paso x los cojones lo q digan los jueces.,N,AGREEMENT
Los bancos prestaron unos 225.000 millones de euros a promociones de viviendas que están sin acabar o sin vender.,N,AGREEMENT
"Levante y Mirandés, dos modestos rompiendo moldes en la misma temporada, uno en Liga, otro en Copa. ¡Qué grande es el fútbol!",P,AGREEMENT
"Me voy a dormir, escuchando cantar al gallo que tiene mi vecino en la sierra... Esto no es por las mañanas????",N,AGREEMENT
¿Cumpliremos con el objetivo de déficit? | Tras el presidente http://t.co/UUM1CNks via @telecincoes,NONE,AGREEMENT
"La Junta Militar de Egipto levantará hoy la ley de emergencia, vigente desde hace más de 30 años.",P+,AGREEMENT
Gracias a los cientos de tuiteros que estáis interesándoos por la situación de nuestras webs. Os tendré informados de lo que vaya pasando.,P+,AGREEMENT
Es una putada despertarte con esto cuando hoy quería daros los buenos días celebrando la devolución de la independencia al Poder Judicial.,NEU,DISAGREEMENT
"Ya en los estudios de @ABCPuntoRadio escuchando el resumen de prensa de Ángel Expósito y a @melchormiralles En 15 minutos, la tertulia",NONE,AGREEMENT
Portada ABC http://t.co/JlM5ydlS ...,NONE,AGREEMENT
Portada 20 Minutos - Bilbao http://t.co/USCxDhTy ...,NONE,AGREEMENT
La Axarquía exige a la Junta el pago de la Iniciativa de Turismo Sostenible. http://t.co/BuWvNAoT vía @diario_sur @oscarmedinapp,N,AGREEMENT
¡¡¡buenos días twittercillos!! FALTAN 2 DÍAS PARA EL ESTRENO #yeswespainISDIFFERENT en PALMA!!! Entradas en http://t.co/Q9HzeyLP !!ole!,P,AGREEMENT
Que hacer si la recesión agrava las maltrechas cuentas publicas: seguir con el hacha como dice Rajoy o amoldarse a coyuntura como pide RbCb?,N+,AGREEMENT
Ya está aquí el ministro de Economía Luis de Guindos. empezamos la entrevista.,NONE,AGREEMENT
Marta vive en el recuerdo: http://t.co/8QypTubG vía @malagahoy_es,P,AGREEMENT
B. Días. Felicidades al Mirandés por su proeza al entrar en semifinales de la Copa tras eliminar al Espanyol. Abrazo a todos los mirandeses.,P+,AGREEMENT
Buenas.,P,AGREEMENT
Con @pacodelatorrep @Gemmadelcorral @fjpomares @julioandrade_ru @Pacobarry en la nueva escuela infantil http://t.co/DxQYB2Nq,NONE,AGREEMENT
"Si las CCAA hubieran reducido el 10% de endeudamiento como ha hecho Andalucía, España tendría 18.000 millones menos de deuda #debateAND",N,DISAGREEMENT
"Andalucía está comprometida con la estabilidad, pero exigimos lealtad institucional. No discriminar a CCAA por color político #debateAND",P+,AGREEMENT
No me voy a jugar a Alemania.,NONE,AGREEMENT
Desde 2010 hemos apoyado a los sectores económicos con más de 14.000 millones (10% PIB).Ninguna CCAA ha tomado tantas medidas #debateAND,P+,AGREEMENT
"Un copago de Justicia, eso es lo que anuncia Gallardón",NONE,AGREEMENT
"El pasado Lunes en la GALA DE ""EL MUNDO DEPORTIVO"". Fue un placer! http://t.co/hZwhOCkq",P+,AGREEMENT
"La Policía Nacional, en colaboración con el FBI, detiene a un fugitivo reclamado por asesinato, robo con violencia y tenencia de armas",P,DISAGREEMENT
He publicado una foto nueva en Facebook http://t.co/WkznyBIN,P,AGREEMENT
Los políticos pasan horas bajas. Un concepto como que el parlamento está más cerca d la voluntad soberana que los jueces ni es creíble.,N,AGREEMENT
"Gallardón insiste en que ""la amnistía no cabe en la Constitución""",NONE,AGREEMENT
Gallardón anuncia una especie de copago judicial que eleva la cuantía de las tasas para evitar exceso de litigiosidadhttp://t.co/shEmAI8R,NEU,DISAGREEMENT
Volviendo a la extorsión: Que la q se ejercía sobre los empresarios fuera mas grave que la de los comercios no hace q esta no lo sea 1/2,N+,AGREEMENT
OJD: EM ha sido el único diario que ha crecido en venta en quiosko en el último semestre. Y el exitazo de Orbyt produce urticarias varias.,P,AGREEMENT
Mal va un país cuando se pretend un neo lenguaje adecuado al 'nuevo tiempo. La extorsion es y será extorsion al margen de conveniencias 2/2,N+,AGREEMENT
Cuando la mejor recompensa es la sonrisa de un niño http://t.co/JzrWUJ55,P+,AGREEMENT
Si gallardòn es el mismo de siempre y no ha perdido facultades me temo q en la réplica va a destrozar a  villarubia. #qseprepare,NEU,DISAGREEMENT
y preguntamos: ¿oculta @marianorajoy sus decisiones económicas más impopulares hasta q pasen las elecciones en #Andalucía? @13television,N,AGREEMENT
"Te gusta? RT: “@Belenuca2323: @FedericoQuevedo has cambiado tu foto de perfil, no te reconocía ja”",P,DISAGREEMENT
"Los fachas, esa peligrosa estirpe que nos amenaza de nuevo - Dos Palabras http://t.co/tXanThwE vía @elconfidencial",N,AGREEMENT
No tengo palabras!! http://t.co/YjsbJS1w,NONE,AGREEMENT
En la lucha contra la corrupción nuevas figuras por despilfarro. Primero impulso a la fiscalía y utilizar las  figuras delictivas que ya hay,N+,AGREEMENT
Les preocupa la seguridad jurídica y las tasas pero nada la social-laboral y los expedientes en la crisis.,N,AGREEMENT
"Hoy un 25,5% de personas compra por internet",NONE,AGREEMENT
Creciente uso de internet en todo tipo de actividades personales y profesionales.,P+,AGREEMENT
"Aumenta el comunicador digital  permanente en la red , 9,2%",P,AGREEMENT
El acceso a la red desde el movil presenta una brecha de genero de mas del 50% q gradualmente se reduce,N,AGREEMENT
Para el supremo y tribunal constitucional prefiero el voto ciudadano al de una parte de sus miembros. Y los secretarios y funcionarios qué ?,N,AGREEMENT
"Ángela  Merkel.Ya no basta un trato diplomático. Hay que resolver sin paños calientes""  http://t.co/JQMWwZ6A vía @el_pais",N,DISAGREEMENT
"Gracias por seguirme, a los amigos y a los adversarios. Ya somos más de 50.000 !",P+,AGREEMENT
Me cuentan q Entrecanales estuvo durísimo con ZP en la reunión d empresarios con el Gobierno.Él q pegó el pelotazo en Endesa gracias a ZP,N,DISAGREEMENT
Ya tengo los nuevos botines @PUMAFootball. Están muy buenos!! En un rato subo foto...,P+,AGREEMENT
asi es RT @Ro_Raya: @mariviromero osea que encima @RecioManolo no es ni el mismo el que twittea?? Hasta en eso engañan!! #ayseñor,N,AGREEMENT
Las dos caras de la moneda: Demi Moore ingresada y Ashton Kutcher de jarana en Brasil http://t.co/RL5MZn9s,N,DISAGREEMENT
". @javierarenas_pp pregunta directa a @PepeGrinan : "" es verdad que se deben dinero a los Centros Especiales de Empleo ? #debateAND",N,AGREEMENT
". @javierarenas_pp pregunta directa a @PepeGrinan : Por que se anuncia desde EGMASA que en 2012 no van a pagar las facturas? "" #debateAND",N,AGREEMENT
Demoledora y magnifica réplica de @javierarenas_pp en #debateAND,P,AGREEMENT
Le he planteado al ministro la revisión de la ley 34/ 2006 para los licenciados en derecho.,NONE,AGREEMENT
"Uno es optimista y a mi esta noche, me huele a épica remontada, espíritu. santillana.  @aarbeloa17 iker, @sergioramos y @xabialonso",P+,AGREEMENT
"pero que dice @mariojimenez de espolones ??? de verdad, q intervencion mas mala.... #arenaspresidente",N,AGREEMENT
"Q indecencia politica la de @mariojimenez que dice que hemos disfrutado con la crisis.... se nota q esta a pie de calle, se nota @debateAND",N,AGREEMENT
"Las imágenes de ""Salamanca para Comérsela"" en MadridFusión2012.http://t.co/nhKJ0krl",P,AGREEMENT
. @javierarenas_pp : Enhorabuena por tus intervenciones en #debateAND . Mas claro y con mas fuerza imposible ;-)) #arenaspresidente,P,AGREEMENT
Ya está el Blu-Ray a la venta en la tienda de la Web.  http://t.co/zvEaQLYj,P,AGREEMENT
"http://t.co/A2oqYJtw tengo muchas ganas de que llegue la gira de México, aquí puedes ver las fechas que tenemos.",P,AGREEMENT
“@garciaretegui: @iurquizu @iescolar Cada Ministro una idea. Diferente. Con determinación dirá Soraya.”,NONE,AGREEMENT
"""¿Es gratis ir a los tribunales"", se mofaba Montoro de los que proponían el copago en la justicia http://t.co/ZMBOyXff",N+,AGREEMENT
"A coste cero, demanda infinita.",NONE,AGREEMENT
A todo esto: yo estoy contra el aborto. Pero defiendo el derecho a abortar http://t.co/TIXm7uuu,NEU,AGREEMENT
"De camino a ""El Hormiguero"" a preparar las explosiones de esta noche...",NONE,AGREEMENT
"A los 14 años una menor es lo bastante adulta para casarse en España sin consentimiento paterno. A los 13, para tener sexo con adultos.",NONE,AGREEMENT
"Rajoy contesta a las críticas del PSOE a su reforma de la Justicia: ""es mi programa electoral y lo voy a llevar adelante""",NEU,DISAGREEMENT
Camps absuelto por los trajes: 5 contra 4,P,AGREEMENT
"Camps, no culpable. Me lo temía.",NEU,DISAGREEMENT
Una duda:  Camps es inocente. Volverá a la política? a la primera línea?,P,AGREEMENT
"Camps inocente. ¿Ahora quien le restituye?, ¿qué hará Mariano? El juicio mediático se ha saltado la presunc inoc. @TelediarioInter 20:30",NEU,DISAGREEMENT
Aborto. Gallardón anuncia un regreso a la Ley del 85. @TelediarioInter 20:30,NONE,AGREEMENT
El cáncer de la corrupción y su consentimiento social   está más extendido aún de lo que pensábamos. Regeneración.,N+,AGREEMENT
"Mi única obligación porque no tengo otro  remedio es acatar, no comparto  la  justicia al revés que juzga a Garzón y exculpa a Camps",NEU,AGREEMENT
"Yo creo que no es posible resetear el linchamiento a Camps. Y el juez y el fiscal quedan libres, sin cargos. Vale.",N,AGREEMENT
El jurado popular considera inocentes a Camps y Costa http://t.co/xZj4N408 via @elmundoes,P,AGREEMENT
Mañana hace un año que empezó todo. Bendito año. :),P+,AGREEMENT
"Odio la presunta Justicia politizada. Profesionales, ya!",N,DISAGREEMENT
"#Camps El PP airea oficialmente q el fallo prueba q ""todo fue una operación del PSOE"" contra su ""barón""",N,AGREEMENT
Fotogalería de las escenas del juicio a una era. Los trajes de Camps no eran solo una prenda. http://t.co/b1I3YSr5,NONE,AGREEMENT
Arbitroooo mamonnnnn!!!!!!,N,AGREEMENT
Vaya gol anulado. Qué vergüenza!!,N+,AGREEMENT
"En el mismo Pleno q propusimos al gobierno suprimir el fondo de pensiones, planteamos regular el pago máximo en efectivo en 1.000 euros.",N,AGREEMENT
"En Berlín me entero de la absolución de Camps. ¿Y ahora, qué?",P,AGREEMENT
La sentencia de Camps es recurrible ante el Tribunal Supremo. http://t.co/NyXfZr5f,NONE,AGREEMENT
Como se nota q hay partido ... paseando por la calle http://t.co/uaaKVkyG,NONE,AGREEMENT
Voy a ver los debates... Buenas noches! VIVA EL FUTBOL Y LA MUSICA!!!;-),P+,AGREEMENT
"Sergio Ramos, o las mil formas de NO sostener una Copa del Rey entre sus manos. Capítulo II.",N,AGREEMENT
Os quedan sólo 23 horas y media para la opción 3. Último día para conseguir un iPad2 con Orbyt http://t.co/1wlKZCUC vía @elmundoes,NONE,AGREEMENT
"El Madrid superior al Barça en su campo. Es la honra que nos  queda. Lo de ""nos tiene comida la moral comida"". Ya no",P,DISAGREEMENT
.@XabiAlonso Eres siempre el más sensato y caballero y señor del Real Madrid en el campo y ante los micros. Una cabeza bien armada.,P+,AGREEMENT
Buenas noches. Súper orgulloso de mi equipo. Hay cosas con las que no se puede luchar. Hoy el fútbol lo ha puesto el madrid. Muy superiores.,P+,AGREEMENT
Gracias a los madridistas por todo su apoyo y que sepan que este equipo nunca baja los brazos. Sabemos cual es el camino.,P+,AGREEMENT
Este disco jura. ;) RT @Guspireta_a: @AlejandroSanz este disco promete???,P,AGREEMENT
Un jurado popular declara no culpable a Francisco Camps en el caso de los trajes.Ricardo Costa también ha sido absuelto de cohecho impropio,P,DISAGREEMENT
"El exministro Blanco declara hoy en TS.Está imputado,caso Campeón, q investiga una presunta trama de cobro irregular de subenciones públicas",N,AGREEMENT
"Ban Ki-moon, secretario general de la ONU, pide a las autoridades egipcias que aceleren el ritmo de las reformas democráticas",P,AGREEMENT
"Preparándome para @susannagriso. O sea, para acudir a su programa Espejo Público sobre las 9h.",P,AGREEMENT
"Al menos 10 mueros en un atentado contra edificios policiales cerca de Bagdad, Irak",N+,AGREEMENT
"...Y las paredes cantan... Buenas noches, larga vida a la mùsica. http://t.co/PSzy0fSd",P+,AGREEMENT
Explosión gas posible causa dl derrumbe d 2 edificios Río d Janerio. Al menos 5 heridos y varios atrapados.Medios locales hablan d 2 muertos,N+,AGREEMENT
¿Que se supone que debo hace ante amenazas como estas? http://t.co/iMqnlZz5,N,AGREEMENT
Me despierto y .... #vacogerlamototuprima!!! http://t.co/p78Z1v73,NONE,AGREEMENT
"Dais ejemplos extremos, cuando  nuestra delincuencia grave en niños y adolescentes es mìnima. No se legisla para los casos concretos.",N+,AGREEMENT
“@xaavihdez: Te ha gustado el revuelto del AVE?” Cojo el AVE sólo para degustarlo.,N,DISAGREEMENT
"Como en la Edad Media, el populismo penal provoca el miedo y luego lo conjura con penas extremas.",N+,AGREEMENT
"Alguien que me recomiende una app buena, bonita y  gratis para editar textos, hacerle anotaciones y demas?",P+,AGREEMENT
Dejarse ayudar es una muestra de grandeza http://t.co/4zN9N35B #Asturias,P+,AGREEMENT
"Aquí, con un café",NONE,AGREEMENT
Este es el apoyo d  @pepegrinan a los agricultores:Asaja critica a la Junta ante ls deudas a ls citricultores dsd 2009  http://t.co/hnJiM9lr,N,DISAGREEMENT
Mas... amigos de @PepeGrinan...Serrano critica la existencia de dos millones por comisiones http://t.co/FG2yoPzZ #fondodereptiles,N,AGREEMENT
"En el blog, sobre la sentencia a Camps: La injusticia http://t.co/VlRgGd3n",N,AGREEMENT
Más cerca de la invisibilidad en objetos tridimensionales  http://t.co/5oYVJ86Z (EP),NONE,AGREEMENT
"EL BARRIO en @HerreraenlaOnda : ""Cádiz es tierra de embajadores, están todos de baja"" Enorme el Barrio!!",N+,AGREEMENT
"RT @_rubalcaba_: ""Arenas está haciendo lo mismo que Rajoy. Mentir sobre la solvencia de Andalucía. Mentir para llegar al poder.""",N,DISAGREEMENT
"vaya titular: Las interrupciones en adolescentes no crecieron con la ley http://t.co/5sKg0y9M Se trataba de que disminuyeran ,no?",N+,AGREEMENT
En Berlin esperando la llegada de Rajoy a la Cancillería para reunirse con Merkel. Mucho frío. http://t.co/hUOKNZoI,NEU,DISAGREEMENT
Revisión de misiones. #Morenés.Pero no especifica nada.,NONE,AGREEMENT
CNN iReport cuenta con un millón de registrados http://t.co/L1aSVqaP via @MKDirecto #medios #periodismo,NONE,AGREEMENT
Flipante el tuit de Ramos: Me gustaría felicitar a nuestro entrenador Mourinho por su 49 cumpleaños. Felicidades Mister Encantado de tenerte,P+,AGREEMENT
"Me alegra que el club recurra mi segunda tarjeta amarilla porque a pesar de que algunos no paren de revolcarse, ni le toco.Buen día senor@s.",NEU,DISAGREEMENT
“@vicdelcas: gracias a @rafam_simancas por descubrir en #docebalasdecañon un episodio tan lamentable de la guerra de Africa.gran libro!!!”,P,DISAGREEMENT
"Morenés a UpyD. ""No soy extraordinariamente rico. Lo que tengo me lo he ganado"". Referencias sobre su pasado en la industria de armamento",P,AGREEMENT
“@celta_7_: @David_Busta. Cuanto entrenas cada dia?”UNAS 2 HORAS?,NONE,AGREEMENT
Médicos Sin Fronteras cesa su actividad en las cárceles de Misrata (Libia) por las torturas http://t.co/7xW9AFQ2,N,AGREEMENT
"Esta tarde a partir de las 18h estoy en el programa Disidentes públicos con Xavier Horcajo,Javier Caro y Ricardo Martín en Intereconomia tv.",NONE,AGREEMENT
;-))))) RT @dcastrochica: Escuchando a @marianorajoy en canal 24h @rtve @mariviromero,P+,AGREEMENT
"En la Fundación EuroAmérica, escuchando a Fernando Casado del Consejo Empresarial d Competitividad q agrupa a las grandes empresas españolas",NONE,AGREEMENT
A las 17. 30 rueda de prensa de @antoniosanz . Puedes seguirla en directo en javierarenas.es,NONE,AGREEMENT
"I liked a @YouTube video http://t.co/CdC9M8VY ""Las preguntas que Griñán no quiere responder""",N,AGREEMENT
"El Supremo rechaza abrir una cuarta causa a Garzón, por su instrucción de la ""Operación Nova"" http://t.co/NmRqHWNK",NEU,AGREEMENT
RT @eP_Titulares: #Economia El juez embarga a los Ruiz-Mateos 220 inmuebles y obras de arte http://t.co/YqlhGmIR,N,AGREEMENT
#elcambioandaluz @antoniosanz denuncia que la Consejera de Hacienda anuncia un 3%de deficit. Ayer @PepeGrinan dijo 1.4 % . Es tremendo,N+,AGREEMENT
"Ayer Griñán aseguró que el déficit estaría en el 1,4%. Ahora, parece que estará en torno al 3%. La diferencia son muchos millones de euros",N+,AGREEMENT
Mi comunidad creció 482 seguidores desde mi sincronización en http://t.co/PqNwcm7P 3 semanas atrás,P,AGREEMENT
Ayer @PepeGrinan dijo en sede parlamentaria que el deficit en #Andalucia es del 1.4% y hoy la Consejera dice q es del 3% #griñanmiente,N+,AGREEMENT
"La consejera Aguayo contradice lo que Griñán afirmó ayer respecto al déficit, dando la razón a @javierarenas_pp  #GriñanMiente",N,DISAGREEMENT
Buenas noticias en Davos?.Esta es sorprendentemente buena.@lbasets http://t.co/sF3AQqHy,P+,AGREEMENT
DyJ ha reclamado a la Audiencia Nacional que prohiba un acto pro etarra. Entrevistamos a Daniel portero. @TelediarioInter 20:30,N,AGREEMENT
"No somos telesucesos, si quiere información con criterio @TelediarioInter 20:30 es su telediario",P,AGREEMENT
En breve en Informativos Telecinco podréis ver y escuchar el saludo de Rajoy a Angela Merkel,NONE,AGREEMENT
@GFVara nos sentamos e intercambiamos estrategias y puntos de vista,NONE,AGREEMENT
"Tienes buen humor y eso es esencial en la vida “@PepaVera62: @rubenaka @pedroj_ramirez ja,ja,ja mi twitter está que arde.”",P+,AGREEMENT
"Mañana a las 12 AM cine Palafox pase gratuito para followercetes de la pelicula ""Lobos de Arga"" hasta completar aforo!",P,AGREEMENT
El #bonusparatuiteros de hoy será una entrevista exclusiva con Kate Moss. Lo vamos a pasar bien esta noche.,P+,AGREEMENT
Esta noche @LosClones están fantásticos! Merkelclon es brutal! Hahahaha @Intereconomia @Fede_dejuan,P+,AGREEMENT
Me encanta ;) RT @RominaDalu: @AlejandroSanz uyyy entonces habrá una canción sin emoción que (cont) http://t.co/27zOgEI6,P,DISAGREEMENT
"Si nos deja el gran jefe hacemos noche electoral desde WDC , te imaginas? Aunque los REP ganaran x 5 puntos @trasgodegaceta @piichonciito",P+,AGREEMENT
En mi blog: El poder de las redes sociales en el ámbito universitario http://t.co/2QiGxabA,P,AGREEMENT
"De acuerdo, esperpéntico “@AlberSupertramp: http://t.co/EvmfNzCE acabo de abrir un blog @pedroj_ramirez que sería un honor que ojeases.”",P+,AGREEMENT
Espero que te guste “@raffpalmer: @pedroj_ramirez Esteban me ha mandado tu libro dedicado. Muchas gracias desde Mallorca”,P+,AGREEMENT
"Bienvenida, Olga “@chucreimi: @pedroj_ ya me he suscrito espero que me llamen para recoger mi iPad !! Estoy encantadaaaaaaaaaaaaaaaaaaa”",P,AGREEMENT
Que intensidad en #sherlock . Imposible separar la mirada de la tele 2 segundos . Te pierdes un detalle y te pierdes ...,P,AGREEMENT
"Mañana a las 12 AM Cine Palafox calle Luchana pase gratuito para followercetes (Hasta llenar aforo) de la peli ""Lobos de Arga""#cinematutino",P,AGREEMENT
"Portada de 'Público', viernes. La absolución de Camps... un lío para el PP; Merkel bendice a Rajoy. http://t.co/E4FqRa3P",NEU,DISAGREEMENT
"RT @RM_Team  El episodio de #Glee ""The Spanish Teacher"" sale al aire este 7 de Feb, 8pm EST en FOX! No C lo pierdan! http://t.co/l9U1nMNJ",P,AGREEMENT
RT @alonsitotj: Pero tu que me as dado ?????  S O L O   G O L P E S  E N  E L  C O R A Z O N . .  T E A M O  P A U L I N A  R U B I O :D,P+,AGREEMENT
RT @ABenedetty: Iniciativa civil Boricua para detener la violencia en PR y en el mundo (cont) http://t.co/vwgaxbZJ,P,AGREEMENT
"El día que rajoy se hizo pasar por alemán en Berlín, para atraerse a Merkel http://t.co/Fe07FZjO",NONE,AGREEMENT
Twitter no aclara cómo determinará q contenidos son inadecuados en algunas culturas/países.El bloqueo dice x solicitud d entidad autorizada,N,AGREEMENT
Cafelito y a empezar ;-)) (@ La Cabaña) http://t.co/33spLQc0,P+,AGREEMENT
